t,EnsembleEAnnealingUpdateAll,eAnnealing,Naive3,eGreedy0.1,EnsembleEAnnealing,EnsembleSoftmax,Softmax0.1,Random,EXP30.5,UCB1,EnsembleRandom,
110400,,0.0000010775,0.0000018108,0.0000020855,0.0000064362,0.0001654037,0.0001102649,0.0000015376,0.0000009297,0.0000000000,0.0000083817,
110500,,0.0000010726,0.0000017997,0.0000020948,0.0000064589,0.0001651780,0.0001102916,0.0000015408,0.0000009326,0.0000000000,0.0000083582,
110600,,0.0000010658,0.0000017948,0.0000020780,0.0000064710,0.0001649681,0.0001102717,0.0000015455,0.0000009437,0.0000000000,0.0000084003,
110700,,0.0000010651,0.0000017894,0.0000020675,0.0000065211,0.0001648642,0.0001101613,0.0000015384,0.0000009588,0.0000000000,0.0000084352,
110800,,0.0000010617,0.0000018004,0.0000020564,0.0000065014,0.0001647449,0.0001101447,0.0000015381,0.0000009544,0.0000000000,0.0000084226,
110900,,0.0000010467,0.0000017683,0.0000020544,0.0000065089,0.0001646633,0.0001101805,0.0000015388,0.0000009553,0.0000000000,0.0000084459,
111000,,0.0000010459,0.0000017671,0.0000020544,0.0000065206,0.0001645496,0.0001101902,0.0000015289,0.0000009628,0.0000000000,0.0000083886,
111100,,0.0000010595,0.0000017487,0.0000020323,0.0000065069,0.0001645109,0.0001102175,0.0000015173,0.0000009646,0.0000000000,0.0000084059,
111200,,0.0000010442,0.0000017576,0.0000020226,0.0000065248,0.0001645345,0.0001102972,0.0000015182,0.0000009684,0.0000000000,0.0000084154,
111300,,0.0000010483,0.0000017296,0.0000020098,0.0000065222,0.0001644506,0.0001101395,0.0000015209,0.0000009681,0.0000000000,0.0000084294,
111400,,0.0000010467,0.0000017178,0.0000020112,0.0000065357,0.0001644021,0.0001101389,0.0000015114,0.0000009666,0.0000000000,0.0000084272,
111500,,0.0000010580,0.0000016952,0.0000020052,0.0000065469,0.0001642166,0.0001100558,0.0000015074,0.0000009575,0.0000000000,0.0000084094,
111600,,0.0000010578,0.0000016967,0.0000020053,0.0000065519,0.0001643752,0.0001100295,0.0000015106,0.0000009523,0.0000000000,0.0000084388,
111700,,0.0000010753,0.0000017057,0.0000019582,0.0000065452,0.0001643981,0.0001099941,0.0000015115,0.0000009523,0.0000000000,0.0000084415,
111800,,0.0000010622,0.0000017094,0.0000019587,0.0000065213,0.0001642656,0.0001099876,0.0000015249,0.0000009618,0.0000000000,0.0000084292,
111900,,0.0000010530,0.0000017124,0.0000019581,0.0000065024,0.0001643185,0.0001099269,0.0000015298,0.0000009696,0.0000000000,0.0000084641,
112000,,0.0000010576,0.0000017207,0.0000019642,0.0000064962,0.0001641266,0.0001099266,0.0000015302,0.0000009782,0.0000000000,0.0000084567,
112100,,0.0000010544,0.0000017463,0.0000019565,0.0000065018,0.0001642044,0.0001097749,0.0000015283,0.0000009869,0.0000000000,0.0000084598,
112200,,0.0000010546,0.0000017333,0.0000019587,0.0000064957,0.0001642210,0.0001098368,0.0000015227,0.0000009862,0.0000000000,0.0000084425,
112300,,0.0000010479,0.0000017244,0.0000019600,0.0000064877,0.0001640803,0.0001098096,0.0000015232,0.0000009756,0.0000000000,0.0000084681,
112400,,0.0000010420,0.0000017079,0.0000019673,0.0000064675,0.0001640452,0.0001098461,0.0000015320,0.0000009727,0.0000000000,0.0000084611,
112500,,0.0000010500,0.0000016855,0.0000019636,0.0000064750,0.0001640349,0.0001098271,0.0000015318,0.0000009803,0.0000000000,0.0000084841,
112600,,0.0000010361,0.0000016852,0.0000019601,0.0000064870,0.0001640277,0.0001097656,0.0000015318,0.0000009868,0.0000000000,0.0000085267,
112700,,0.0000010279,0.0000016774,0.0000019523,0.0000064625,0.0001638257,0.0001096928,0.0000015224,0.0000010001,0.0000000000,0.0000085758,
112800,,0.0000010245,0.0000016733,0.0000019431,0.0000065053,0.0001638561,0.0001097427,0.0000015136,0.0000010037,0.0000000000,0.0000085507,
112900,,0.0000010180,0.0000016743,0.0000019428,0.0000065009,0.0001637920,0.0001096640,0.0000015022,0.0000010007,0.0000000000,0.0000085279,
113000,,0.0000010221,0.0000016820,0.0000019485,0.0000065064,0.0001637955,0.0001096551,0.0000015017,0.0000010094,0.0000000000,0.0000085031,
113100,,0.0000010211,0.0000016763,0.0000019388,0.0000065380,0.0001638487,0.0001096452,0.0000014989,0.0000010185,0.0000000000,0.0000085418,
113200,,0.0000010245,0.0000016635,0.0000019406,0.0000065194,0.0001635900,0.0001097608,0.0000014891,0.0000010234,0.0000000000,0.0000085744,
113300,,0.0000010205,0.0000016565,0.0000019424,0.0000065120,0.0001634726,0.0001097295,0.0000014952,0.0000010263,0.0000000000,0.0000085570,
113400,,0.0000010220,0.0000016412,0.0000019475,0.0000065100,0.0001635817,0.0001097409,0.0000014928,0.0000010296,0.0000000000,0.0000085810,
113500,,0.0000010245,0.0000016261,0.0000019474,0.0000064949,0.0001636151,0.0001097097,0.0000014879,0.0000010362,0.0000000000,0.0000086113,
113600,,0.0000010360,0.0000016224,0.0000019434,0.0000065099,0.0001636023,0.0001096307,0.0000014813,0.0000010374,0.0000000000,0.0000086195,
113700,,0.0000010379,0.0000016149,0.0000019386,0.0000064918,0.0001636498,0.0001095948,0.0000014737,0.0000010381,0.0000000000,0.0000085862,
113800,,0.0000010413,0.0000016210,0.0000019360,0.0000064812,0.0001634384,0.0001096134,0.0000014777,0.0000010487,0.0000000000,0.0000085892,
113900,,0.0000010360,0.0000016101,0.0000019392,0.0000064621,0.0001633980,0.0001095967,0.0000014694,0.0000010456,0.0000000000,0.0000085750,
114000,,0.0000010374,0.0000016310,0.0000019311,0.0000064690,0.0001634506,0.0001095713,0.0000014718,0.0000010357,0.0000000000,0.0000085848,
114100,,0.0000010375,0.0000016380,0.0000019296,0.0000064506,0.0001635321,0.0001096154,0.0000014654,0.0000010318,0.0000000000,0.0000085965,
114200,,0.0000010352,0.0000016239,0.0000019259,0.0000064491,0.0001634192,0.0001097094,0.0000014596,0.0000010243,0.0000000000,0.0000086172,
114300,,0.0000010282,0.0000016266,0.0000019286,0.0000064316,0.0001632980,0.0001097598,0.0000014540,0.0000010270,0.0000000000,0.0000086396,
114400,,0.0000010179,0.0000016200,0.0000019306,0.0000064218,0.0001632499,0.0001097457,0.0000014572,0.0000010200,0.0000000000,0.0000086111,
114500,,0.0000010217,0.0000016246,0.0000019282,0.0000064350,0.0001633055,0.0001098271,0.0000014494,0.0000010213,0.0000000000,0.0000086363,
114600,,0.0000010153,0.0000016145,0.0000019235,0.0000064519,0.0001630606,0.0001098161,0.0000014519,0.0000010370,0.0000000000,0.0000086446,
114700,,0.0000010192,0.0000016183,0.0000019062,0.0000064638,0.0001630249,0.0001097267,0.0000014466,0.0000010396,0.0000000000,0.0000086369,
114800,,0.0000010209,0.0000016146,0.0000019128,0.0000064769,0.0001629429,0.0001097574,0.0000014438,0.0000010469,0.0000000000,0.0000086277,
114900,,0.0000010120,0.0000015922,0.0000019195,0.0000064023,0.0001631915,0.0001097660,0.0000014290,0.0000010375,0.0000000000,0.0000086172,
115000,,0.0000010005,0.0000015816,0.0000019177,0.0000064026,0.0001631680,0.0001097192,0.0000014170,0.0000010440,0.0000000000,0.0000085969,
115100,,0.0000009971,0.0000015886,0.0000019107,0.0000063509,0.0001630945,0.0001097738,0.0000014063,0.0000010415,0.0000000000,0.0000085924,
115200,,0.0000009985,0.0000015822,0.0000018836,0.0000063475,0.0001633113,0.0001096908,0.0000014032,0.0000010395,0.0000000000,0.0000085663,
115300,,0.0000010050,0.0000015840,0.0000018838,0.0000063172,0.0001633605,0.0001096634,0.0000014003,0.0000010402,0.0000000000,0.0000085182,
115400,,0.0000010036,0.0000015856,0.0000018659,0.0000063028,0.0001632403,0.0001097245,0.0000013970,0.0000010426,0.0000000000,0.0000084648,
115500,,0.0000010058,0.0000015743,0.0000018675,0.0000062750,0.0001633085,0.0001096984,0.0000014007,0.0000010409,0.0000000000,0.0000084768,
115600,,0.0000010005,0.0000015412,0.0000018604,0.0000062437,0.0001633718,0.0001096556,0.0000013936,0.0000010435,0.0000000000,0.0000084780,
115700,,0.0000009882,0.0000015185,0.0000018664,0.0000062075,0.0001631593,0.0001095536,0.0000013909,0.0000010445,0.0000000000,0.0000084423,
115800,,0.0000009788,0.0000015110,0.0000018568,0.0000061754,0.0001630163,0.0001094842,0.0000013870,0.0000010499,0.0000000000,0.0000084361,
115900,,0.0000009717,0.0000015124,0.0000018406,0.0000061760,0.0001629896,0.0001094808,0.0000013835,0.0000010500,0.0000000000,0.0000084596,
116000,,0.0000009580,0.0000015128,0.0000018363,0.0000061971,0.0001629023,0.0001093861,0.0000013806,0.0000010455,0.0000000000,0.0000084255,
116100,,0.0000009563,0.0000015345,0.0000018241,0.0000061811,0.0001627566,0.0001093773,0.0000013819,0.0000010504,0.0000000000,0.0000084635,
116200,,0.0000009521,0.0000015427,0.0000018211,0.0000061748,0.0001626221,0.0001093704,0.0000013720,0.0000010521,0.0000000000,0.0000084500,
116300,,0.0000009486,0.0000015308,0.0000018214,0.0000061662,0.0001623497,0.0001094457,0.0000013630,0.0000010571,0.0000000000,0.0000085276,
116400,,0.0000009491,0.0000015213,0.0000018227,0.0000061427,0.0001621425,0.0001095225,0.0000013600,0.0000010564,0.0000000000,0.0000085499,
116500,,0.0000009398,0.0000015249,0.0000018087,0.0000061498,0.0001620277,0.0001095864,0.0000013542,0.0000010585,0.0000000000,0.0000085610,
116600,,0.0000009387,0.0000015268,0.0000018018,0.0000061280,0.0001619703,0.0001097489,0.0000013484,0.0000010703,0.0000000000,0.0000085337,
116700,,0.0000009383,0.0000015099,0.0000017942,0.0000061138,0.0001619875,0.0001097667,0.0000013366,0.0000010679,0.0000000000,0.0000085441,
116800,,0.0000009262,0.0000015135,0.0000017884,0.0000060553,0.0001617564,0.0001098374,0.0000013263,0.0000010719,0.0000000000,0.0000085170,
116900,,0.0000009180,0.0000015158,0.0000017894,0.0000060839,0.0001616553,0.0001099758,0.0000013259,0.0000010689,0.0000000000,0.0000084844,
117000,,0.0000009235,0.0000015169,0.0000017880,0.0000061007,0.0001615326,0.0001099767,0.0000013208,0.0000010761,0.0000000000,0.0000084769,
117100,,0.0000009103,0.0000015229,0.0000017844,0.0000060764,0.0001616731,0.0001099395,0.0000013202,0.0000010763,0.0000000000,0.0000084861,
117200,,0.0000009142,0.0000015290,0.0000017805,0.0000060928,0.0001615700,0.0001099968,0.0000013137,0.0000010710,0.0000000000,0.0000084083,
117300,,0.0000009182,0.0000015224,0.0000017765,0.0000060983,0.0001616354,0.0001099984,0.0000013102,0.0000010709,0.0000000000,0.0000084428,
117400,,0.0000009179,0.0000015156,0.0000017719,0.0000060668,0.0001616099,0.0001099014,0.0000012998,0.0000010653,0.0000000000,0.0000084124,
117500,,0.0000009125,0.0000015287,0.0000017903,0.0000060565,0.0001615319,0.0001099058,0.0000013005,0.0000010643,0.0000000000,0.0000084083,
117600,,0.0000009171,0.0000015141,0.0000017750,0.0000060457,0.0001616356,0.0001098100,0.0000013016,0.0000010550,0.0000000000,0.0000083894,
117700,,0.0000009133,0.0000015152,0.0000017646,0.0000060262,0.0001615190,0.0001098520,0.0000012951,0.0000010557,0.0000000000,0.0000084149,
117800,,0.0000009020,0.0000015021,0.0000017627,0.0000060145,0.0001615592,0.0001097800,0.0000012870,0.0000010582,0.0000000000,0.0000083692,
117900,,0.0000009102,0.0000014873,0.0000017531,0.0000059935,0.0001613314,0.0001097869,0.0000012827,0.0000010614,0.0000000000,0.0000083567,
118000,,0.0000009039,0.0000014740,0.0000017587,0.0000059793,0.0001613542,0.0001097386,0.0000012717,0.0000010624,0.0000000000,0.0000083674,
118100,,0.0000008968,0.0000014729,0.0000017708,0.0000059661,0.0001612466,0.0001097719,0.0000012651,0.0000010602,0.0000000000,0.0000084029,
118200,,0.0000008952,0.0000014856,0.0000017635,0.0000059947,0.0001614094,0.0001098160,0.0000012584,0.0000010636,0.0000000000,0.0000084443,
118300,,0.0000008890,0.0000014883,0.0000017640,0.0000059731,0.0001614989,0.0001097929,0.0000012477,0.0000010570,0.0000000000,0.0000084224,
118400,,0.0000008923,0.0000014903,0.0000017551,0.0000059778,0.0001613931,0.0001098014,0.0000012495,0.0000010570,0.0000000000,0.0000084311,
118500,,0.0000008866,0.0000014783,0.0000017496,0.0000059780,0.0001613556,0.0001098705,0.0000012454,0.0000010622,0.0000000000,0.0000084728,
118600,,0.0000008888,0.0000014729,0.0000017538,0.0000059692,0.0001612462,0.0001099043,0.0000012450,0.0000010603,0.0000000000,0.0000085244,
118700,,0.0000008847,0.0000014550,0.0000017447,0.0000059724,0.0001613646,0.0001100020,0.0000012373,0.0000010604,0.0000000000,0.0000085086,
118800,,0.0000008729,0.0000014637,0.0000017490,0.0000059826,0.0001613980,0.0001101075,0.0000012365,0.0000010551,0.0000000000,0.0000084647,
118900,,0.0000008677,0.0000014755,0.0000017414,0.0000059244,0.0001613565,0.0001101130,0.0000012439,0.0000010469,0.0000000000,0.0000084548,
119000,,0.0000008756,0.0000014843,0.0000017332,0.0000059020,0.0001611813,0.0001101496,0.0000012479,0.0000010606,0.0000000000,0.0000084493,
119100,,0.0000008712,0.0000014759,0.0000017290,0.0000058695,0.0001610449,0.0001101970,0.0000012323,0.0000010727,0.0000000000,0.0000084648,
119200,,0.0000008632,0.0000014676,0.0000017322,0.0000058627,0.0001610015,0.0001101287,0.0000012244,0.0000010709,0.0000000000,0.0000084479,
119300,,0.0000008614,0.0000014544,0.0000017339,0.0000058598,0.0001610265,0.0001101146,0.0000012250,0.0000010707,0.0000000000,0.0000084411,
119400,,0.0000008580,0.0000014565,0.0000017291,0.0000058598,0.0001611573,0.0001101700,0.0000012218,0.0000010709,0.0000000000,0.0000084582,
119500,,0.0000008625,0.0000014587,0.0000017226,0.0000058478,0.0001609404,0.0001102329,0.0000012216,0.0000010599,0.0000000000,0.0000084605,
119600,,0.0000008581,0.0000014721,0.0000017246,0.0000057971,0.0001609221,0.0001104097,0.0000012149,0.0000010618,0.0000000000,0.0000084652,
119700,,0.0000008556,0.0000014855,0.0000017182,0.0000058078,0.0001607791,0.0001104736,0.0000012123,0.0000010517,0.0000000000,0.0000084511,
119800,,0.0000008533,0.0000014843,0.0000017130,0.0000057873,0.0001606851,0.0001105334,0.0000012048,0.0000010533,0.0000000000,0.0000084867,
119900,,0.0000008537,0.0000014993,0.0000017138,0.0000057834,0.0001605606,0.0001105795,0.0000012058,0.0000010595,0.0000000000,0.0000084890,
120000,,0.0000008468,0.0000015035,0.0000017112,0.0000057898,0.0001604360,0.0001105141,0.0000012085,0.0000010593,0.0000000000,0.0000085006,
120100,,0.0000008489,0.0000015006,0.0000017059,0.0000057923,0.0001602157,0.0001105546,0.0000011982,0.0000010578,0.0000000000,0.0000085394,
120200,,0.0000008455,0.0000014953,0.0000017037,0.0000057877,0.0001600840,0.0001107050,0.0000011977,0.0000010566,0.0000000000,0.0000085275,
120300,,0.0000008359,0.0000014893,0.0000017177,0.0000058082,0.0001600740,0.0001107128,0.0000011891,0.0000010621,0.0000000000,0.0000085185,
120400,,0.0000008285,0.0000014952,0.0000017147,0.0000057894,0.0001601114,0.0001105821,0.0000011877,0.0000010608,0.0000000000,0.0000085350,
120500,,0.0000008236,0.0000014811,0.0000017153,0.0000058016,0.0001601530,0.0001106671,0.0000011902,0.0000010579,0.0000000000,0.0000085288,
120600,,0.0000008052,0.0000014781,0.0000017119,0.0000057882,0.0001599760,0.0001107100,0.0000011899,0.0000010560,0.0000000000,0.0000085354,
120700,,0.0000007986,0.0000014715,0.0000017010,0.0000057743,0.0001599753,0.0001106461,0.0000011936,0.0000010573,0.0000000000,0.0000085356,
120800,,0.0000008044,0.0000014689,0.0000017053,0.0000057556,0.0001599575,0.0001105959,0.0000011884,0.0000010681,0.0000000000,0.0000085264,
120900,,0.0000007904,0.0000014652,0.0000016946,0.0000057694,0.0001599664,0.0001105947,0.0000011833,0.0000010643,0.0000000000,0.0000084745,
121000,,0.0000007992,0.0000014751,0.0000016995,0.0000057474,0.0001599431,0.0001106360,0.0000011750,0.0000010632,0.0000000000,0.0000084442,
121100,,0.0000008043,0.0000014631,0.0000016908,0.0000057283,0.0001598310,0.0001105519,0.0000011670,0.0000010589,0.0000000000,0.0000084307,
121200,,0.0000007985,0.0000014584,0.0000016952,0.0000057119,0.0001596938,0.0001105133,0.0000011684,0.0000010597,0.0000000000,0.0000084744,
121300,,0.0000008028,0.0000014510,0.0000016911,0.0000057056,0.0001596071,0.0001105884,0.0000011626,0.0000010653,0.0000000000,0.0000084512,
121400,,0.0000008104,0.0000014533,0.0000016908,0.0000057137,0.0001595543,0.0001105906,0.0000011691,0.0000010647,0.0000000000,0.0000084313,
121500,,0.0000008072,0.0000014578,0.0000016774,0.0000056917,0.0001594642,0.0001105466,0.0000011669,0.0000010775,0.0000000000,0.0000084291,
121600,,0.0000008034,0.0000014649,0.0000016820,0.0000056660,0.0001593613,0.0001106345,0.0000011631,0.0000010723,0.0000000000,0.0000083840,
121700,,0.0000008025,0.0000014623,0.0000016711,0.0000056755,0.0001592594,0.0001107668,0.0000011552,0.0000010728,0.0000000000,0.0000083943,
121800,,0.0000007985,0.0000014585,0.0000016671,0.0000056604,0.0001593200,0.0001107912,0.0000011449,0.0000010776,0.0000000000,0.0000083398,
121900,,0.0000007905,0.0000014458,0.0000016618,0.0000056236,0.0001592482,0.0001108346,0.0000011341,0.0000010677,0.0000000000,0.0000083497,
122000,,0.0000007896,0.0000014460,0.0000016823,0.0000056252,0.0001592042,0.0001108836,0.0000011281,0.0000010673,0.0000000000,0.0000083085,
122100,,0.0000007895,0.0000014555,0.0000016769,0.0000056309,0.0001592716,0.0001108956,0.0000011259,0.0000010658,0.0000000000,0.0000082585,
122200,,0.0000007843,0.0000014519,0.0000016697,0.0000056510,0.0001591583,0.0001108936,0.0000011213,0.0000010577,0.0000000000,0.0000082281,
122300,,0.0000007801,0.0000014480,0.0000016673,0.0000056599,0.0001590190,0.0001109551,0.0000011225,0.0000010541,0.0000000000,0.0000082498,
122400,,0.0000007744,0.0000014273,0.0000016601,0.0000056474,0.0001591107,0.0001109885,0.0000011151,0.0000010504,0.0000000000,0.0000082379,
122500,,0.0000007649,0.0000014203,0.0000016509,0.0000056457,0.0001589545,0.0001109366,0.0000011144,0.0000010570,0.0000000000,0.0000081811,
122600,,0.0000007643,0.0000014164,0.0000016545,0.0000056754,0.0001587915,0.0001110181,0.0000011140,0.0000010572,0.0000000000,0.0000081677,
122700,,0.0000007696,0.0000013943,0.0000016437,0.0000056727,0.0001588378,0.0001110323,0.0000011044,0.0000010576,0.0000000000,0.0000081817,
122800,,0.0000007714,0.0000013849,0.0000016443,0.0000056301,0.0001587701,0.0001110311,0.0000010924,0.0000010649,0.0000000000,0.0000081603,
122900,,0.0000007767,0.0000013774,0.0000016299,0.0000056389,0.0001585682,0.0001110616,0.0000010912,0.0000010697,0.0000000000,0.0000081348,
123000,,0.0000007791,0.0000013894,0.0000016369,0.0000056713,0.0001584430,0.0001110150,0.0000010835,0.0000010765,0.0000000000,0.0000081061,
123100,,0.0000007845,0.0000013911,0.0000016309,0.0000056814,0.0001583319,0.0001109898,0.0000010814,0.0000010714,0.0000000000,0.0000081034,
123200,,0.0000007861,0.0000013858,0.0000016271,0.0000057053,0.0001582471,0.0001110113,0.0000010735,0.0000010660,0.0000000000,0.0000080666,
123300,,0.0000007784,0.0000013780,0.0000016282,0.0000056928,0.0001581487,0.0001109432,0.0000010739,0.0000010554,0.0000000000,0.0000080739,
123400,,0.0000007778,0.0000013851,0.0000016148,0.0000056960,0.0001581258,0.0001109483,0.0000010769,0.0000010510,0.0000000000,0.0000080496,
123500,,0.0000007808,0.0000013956,0.0000016027,0.0000057028,0.0001580317,0.0001109423,0.0000010682,0.0000010472,0.0000000000,0.0000080891,
123600,,0.0000007911,0.0000013966,0.0000016063,0.0000056992,0.0001579354,0.0001109644,0.0000010635,0.0000010522,0.0000000000,0.0000081014,
123700,,0.0000007816,0.0000013839,0.0000016328,0.0000056709,0.0001578824,0.0001109544,0.0000010551,0.0000010514,0.0000000000,0.0000081169,
123800,,0.0000007825,0.0000013989,0.0000016380,0.0000056582,0.0001577769,0.0001109579,0.0000010598,0.0000010446,0.0000000000,0.0000081534,
123900,,0.0000007766,0.0000014086,0.0000016355,0.0000056598,0.0001576232,0.0001109442,0.0000010588,0.0000010360,0.0000000000,0.0000081521,
124000,,0.0000007752,0.0000014255,0.0000016248,0.0000056501,0.0001575542,0.0001109681,0.0000010488,0.0000010370,0.0000000000,0.0000081183,
124100,,0.0000007676,0.0000014061,0.0000016217,0.0000056507,0.0001575093,0.0001109249,0.0000010462,0.0000010355,0.0000000000,0.0000080769,
124200,,0.0000007573,0.0000013778,0.0000016133,0.0000056499,0.0001575706,0.0001109493,0.0000010446,0.0000010265,0.0000000000,0.0000080821,
124300,,0.0000007423,0.0000013823,0.0000016212,0.0000056442,0.0001575157,0.0001110823,0.0000010391,0.0000010196,0.0000000000,0.0000080663,
